userName;score;at;content
Syahrido Alexander;1;09/03/2023 13:41;Saya merasa tidak puas. Sangat tidak puas.
shendy faqoth;1;09/03/2023 13:32;Awokwok sangat lah susah
Eins Junior;1;09/03/2023 13:31;aplikasinya nge bug, daftarnya susah. kalau belum siap untuk beralih ke aplikasi, lebih baik manual aja dulu. aplikasi belum mampu untuk menampung jutaan konsumen yg mau daftar aplikasi. bukan tidak mendukung kebijakan pemerintah. tapi ini kebijakan yang dipaksakan
Vicky Fernandez;1;09/03/2023 13:11;Masa ru download trus daftar tapi disitu bilangnya no sudah terdaftar
Ruzdy yanto;1;09/03/2023 12:58;App tidak berguna
Irwansyah Putra;1;09/03/2023 12:54;Ngeribetin
Abdul Malik;1;09/03/2023 12:00;Payah
Herman Tarra;4;09/03/2023 11:59;Coba dulu
puri surati;1;09/03/2023 11:56;Aplikasi paling mengecewakan, setelah berkali2 daftar sendiri gak bisa juga akhirnya minta bantuan petugas pertamina. Udah jadi, eh..kanapa bahan bakar mobil yang tertera di barcode nya biosolat dan sampai sekarang blm bisa diperbaiki😡😡😡😡
Toni Rank Awak;1;09/03/2023 11:32;Aplikasi apaan ini, mau daftar buka aplikasi hanya sampai logo aja.... Kalau belum siap, jangan coba-coba bung... Bukannya mempermudah malah mempersulit bung...
andika achmad;1;09/03/2023 11:25;Aplikasi buruk. Batas upload foto hanya 2mb. Gak ada faedahnya menggunakan ini. Tp HARUS aja.
Heriyadi Heriyadi;5;09/03/2023 11:00;Mantap banyak kegunaan nya terimakasih my Pertamina
Jhoni Siregar;4;09/03/2023 10:58;Lebih mudah info cari pom terdekat
Ardi Saputra;1;09/03/2023 10:43;Cacat, gabisa open app 👎
Coki Pardede;1;09/03/2023 10:37;Payah kali daftar nya,ini aplikasi membuat orang makin sulit
Adex Yusita;4;09/03/2023 10:35;Ok
Kancel Tasir;1;09/03/2023 09:55;Aneh mau klaim kode QRnya gk bisa. Hrus pake kode klaim. Sedangkan dpt kode klaim dr mana? Hrus lewat web lupa pasword klaim. Klo msuk aplikasi lgi dibilang nik dan nopol gk sesuai. Hadeh bener2 ribet
kukuh aryo;1;09/03/2023 09:34;Entah gw harus berapa kali login di hape gw sendiri. Dari aplikasi ini gw berhasil ngapalin nomer KTP gw. At least satu manfaat yang bisa gw peroleh dari aplikasi ini, sekian terima kasih.
Refly Lucky;5;09/03/2023 08:35;Ok
Batara Sinaga;1;09/03/2023 08:06;Tiap masuk subsidi tepat login masukkan Nik dan password kemudian nunggu kode Verifikasi di email... Setiap buka begitu, mengapa ga sekali aj,.. Merepotkan.. Malah password sering ga sesuai katanya tpi fitur matanya ga ad.. Ini yg ciptakan aplikasi saya sarankan dipecat..
Rusdi Bahalwan;5;09/03/2023 07:56;Al hamdulillah pelayanan bagus ga bikin kecewa trims
Ainun Tohir;2;09/03/2023 07:55;Aplikasi bikin bingung masyarakat menengah ke bawah beli bbm juga mulai dibatasi ya kalau sudah pada ngerti aplikasi kalau masih belajar ya agak kebingungan
Yakin Str;2;09/03/2023 07:44;Pelayanan kurang puas
ganis d putra;1;09/03/2023 07:23;Negara membayar uang banyak setiap bulan untuk para pegawai pertamina yang membuat aplikasi saja bodoh gak praktis. Maaf saya emosi karena mobil Daihatsu Feroza saya otomatis terdaftar di biosolar dan saya daftar sendiri dapat email foto STNK ditolak, lalu daftar lagi dan masalah lagi NIK telah terdaftar. Saya harus bagaimana ini wahai orang2 bodoh yang maha benar di negeri ini saya hanya bisa beli pertalite eceran
Sanita Irwan;1;09/03/2023 07:17;nyusahin aja bisanya, di buat stres, aplikasi ga guna, akses semua susah, segala permintaan hapus akun pun susah, benar2 ga guna, semuanya terlalu susah ngalah²in aplikasi yg bagus aja, ga guna, hapus aja mypertamina, hapuus!!!🖕🖕🖕🖕🖕🖕🖕🖕🖕 ga membantu masyarakat sama sekali, buat beban aja, semua akses susah, baiknya pengahapusan akun/reset nopol tu d permudah, melebihi izin mau pindah negara aja, nyusahin🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕
dedi putra;1;09/03/2023 07:09;Apk tidak guna daftar sulit.. Disuruh daftar ke spbu terdekat malah diminta uang kalau mau cepat 50rb.. Spbu pinang baris medan tuh utama
Syahrul Hidayat;1;09/03/2023 06:39;aplikasi cacatt
arief saw;1;09/03/2023 06:29;Ngaco
Tetty Surniwati;1;09/03/2023 06:26;Aplikasi tolol gak bisa di daftarkan makin aneh aja negara konoha ini
doTneT ID;1;09/03/2023 06:18;Kebijakan yang amat menyusahkan bikin mumet , semoga yang bikin kebijakan di beri ganjaran yang setimpal Aamiin orang2 dzolim terlaknat
akhen wong;1;09/03/2023 05:42;sudah daftar dengan teliti dan data diri sudah di isi. begitu mau klaim barcode tulisannya data pengguna tidak ditemukan. benar2 apk yang buruk
Shohib Abadi;5;09/03/2023 05:37;Mantab..
Polce Lobo;5;09/03/2023 05:27;Membingungkan masyarakat
Lilix Ok;2;09/03/2023 05:22;Login selalu gagal. Banyak liku². Belit belit. Kalau mau dipake sesuai. Dibikin yg mudah.
Evan Van24;1;09/03/2023 05:22;Aplikasi nyusahin rakyat, udah masukin semua data tetep gak bisa kedaftar, suruh aja semua org indonesia pake sepeda jangan lagi jual motor ama mobil
Eva Natalia Tarigan;5;09/03/2023 05:09;Mantap. Maju dan bertumbuh dengan benar Indonesia ku.
Cumi Sotong;1;09/03/2023 05:03;Woi yg bener aja baru daftar belum sampe 5 detik masuk dah gak bisa bisa bikin app gak apa ngelawak aja Namanya aja yg besar isinya korup semua
Adi Pramana;2;09/03/2023 04:45;Slowly
Evil Geniusless (Gio Pinem);1;09/03/2023 04:15;Mempersulit aja anjg, jadi susah bapak ku isi minyak, padahl mobil tua nya. Pntk.
Muhammad Rizieq;1;09/03/2023 04:12;sangat buruk, mereka tidak memandang orang yg tidak punya hp android, belum tentu semua mempunyai hp android, dan belum tentu jaringan disana bagus² seperti di kota, ini sangat buruk bagi saya pertama kali masuk langsung bug aplikasi, dan banyak sekali bugnya bukan satu doang, tolong di perbaiki dan di mengerti.
Haeian To;5;09/03/2023 03:57;Ok
Aven Noparta;1;09/03/2023 03:47;Susah daftar nya udah loging ke pendaftaran nya udah berberapa kali masukan nik dan paswod salah semua. Ribet maypertamaina tolong di permudah pendaftaran nya
Ananda Paul;1;09/03/2023 03:46;Buat peraturan tpi bikin aplkasi sprti ini KONYOL
Syakhrial Densi;1;09/03/2023 03:41;terlalu berbelit buat yg simple saja
Venessa;1;09/03/2023 03:39;Aplikasi laknat....yang buat aplikasi ini dosanya pasti besar....nyusahin
Joni siswandi;5;09/03/2023 03:20;Good servis
ricco sandi;1;09/03/2023 03:02;Udah lama daftar eh rupanya ditolak lucu lucu.. SAYA DOWNLOAD KARENA TERPAKSA KLOK GAK DOWNLOAD GAK BISA BERAKTIFITAS WKWKWK
Noris Atmaja;1;09/03/2023 02:58;Nyusahhke polllllll
Kanjeng Sunan;5;09/03/2023 02:12;Mantap lah
hery kustanto;1;09/03/2023 02:12;tidak sesuai expentasi
Toifur Nofiyanto;1;09/03/2023 01:39;Sangat memperibet
D'LeoN ChanneL;5;09/03/2023 01:38;Bagus sekali biar tidak sibuk
Widodo Rahayu;3;09/03/2023 00:49;Baik
Debby Wahyudi;1;08/03/2023 22:59;Aplikasinya ribet tidak praktis. Dan sering trouble saat bayar di spbu.
Wies Chen;1;08/03/2023 21:57;Aplikasi gk jelas Mau daftar tetap gak bisa buat repot
Putri Davis;5;08/03/2023 17:44;Aplikasi gak guna
Wahyu Chaniago;2;08/03/2023 16:19;Semenjak ada my Pertamina di berlakukan di koto kota contohnya di kerinci Jambi saya ada punya mobil 2 TPI pas sampai pom bensin di bilang udah selesai di gunakan barcode my Pertamina saya tolong di tingkatkan lagi pelayanannya soalnya udah 3 buan gak bisa isi BBM lagi buat mobil dan sekarang cuma bisa pake motor mau kemana saja
Riantowongso Gokil;1;08/03/2023 15:49;Aplikasi pemerintah yg superrrr ribettttt
Aurelia Sanjaya;5;08/03/2023 15:45;Bagus
firdaus tinri;5;08/03/2023 15:28;Terima kasih atas aplikasi nya
HARNETTI RAMON;5;08/03/2023 15:12;The best
Lindung Purwono;5;08/03/2023 14:59;Pejari dlu bru komen,, bagus2 aja ku liat
Abdus Shomad;5;08/03/2023 14:54;Bermanfaat
inja sofian;1;08/03/2023 13:59;Apk nya bikin susah aja.. Sudah daftar tapi gagal terus,terlalu banyak masalahnya,,jadi masyarakat tambah susah aja kalau kaya gini
Yudiagus Pratama;1;08/03/2023 13:43;"Aplikasi bikin susah masyarakat,, mobil sama sekali belom pernah daftar tpi bisa"" nya plat mobil sudah ada yg pakai,,yg bikin aneh mobil nya bensin tapi jatah nya solar.. gk jelas bgt.!!"
Suryanto Legio;5;08/03/2023 13:38;Mudah2an bermanfaat
Abdullah Syatria Nst;1;08/03/2023 13:29;Tau aplikasi babi ini la dia susah susah orang daftar susah orang isi minyak. #negarakriminal
Ayam Kampung;1;08/03/2023 12:48;Apk gak jelas bikin ribet. Pke apk gk masalah tp tolong di permudah bukan mempersulit pengguna.
Bapak wasiun;5;08/03/2023 12:39;Bagus
Dede Reza;1;08/03/2023 12:38;Makin d persulit. Verifikasi kode email gak d krim2
Abdul Majid;5;08/03/2023 12:32;Optimalkan terus semoga appl selalu tambah sukses...aamiin
Susilo Setyadi;1;08/03/2023 12:17;Aplikasi gk bermutu ,bikin ribet supir aja ,masa udah daftar gak bisa terus ,di tolak terus
Ringga Kusuma;1;08/03/2023 12:13;Aplikasi punya pemerintah kualitas kayak bikinan anak sd
Rizky Tri Wibowo;1;08/03/2023 12:10;Perbanyak lagi alat pembayaran
Ayen Ang;1;08/03/2023 11:57;Aplikasi enggk beres mempersulit pengguna saja cara dftarnya sulit si pahami dan sering terjadi masalah bug sunggu aplikasi yg buruk dam mempersulit masyarakat
Popo Hardi;1;08/03/2023 11:15;Sudah terdaftar.. Tapi tidak bisa login .. Ada ap sebenar nya?? Password sama ni uda pas .. Tapi tetap gk bisa login... Mulai gila ni apk nya
SISWANTO;5;08/03/2023 10:49;My Pertamina mantap !
Men Dra;4;08/03/2023 10:29;Mantabbbbbb
GANESH KHRESNAWAN;1;08/03/2023 10:09;Aplikasi Gak Jelas,,, Pelayanan Sungguh Buruk dan Menyulitkan Masyarakat,,, Alurnya sangat Membingungkan,,,
Endy Castello;5;08/03/2023 09:57;Ok
yogiewd;1;08/03/2023 09:26;Ribetin. Data kendaraan ditolak dengan alasan poto STNK tidak sesuai. Musti moto stnk berapa kali gw njing?
Juan Kenzo;1;08/03/2023 09:19;Jika mau membayar menggunakan aplikasi mypertamina pada SPBU. Banyak SPBU yg menolak dengan alasan sedang offline....
Rusdi baba;1;08/03/2023 09:18;Terkutuk buat kau yang buat aplikasi ini..
Jonni Simanjuntak;3;08/03/2023 09:15;Mantap
nusa medya;1;08/03/2023 08:48;Harga sdh dinaikkin, masih harus susah antri dan ribet di aplikasi, saya cuma sopir borongan, sakit hati kalau kerja saya dipersulit spt ini
Lutfatun Nadhiroh;1;08/03/2023 08:20;Banyak kekurangan salah satunya saya sudah login di apk my pertamina tapi tidak bisa login untuk supsidi tepat. Ini maksudnya gimana?,
Prista Taylor;1;08/03/2023 07:40;"Ini gimana sih...cukup"" sudah satu harian aku mendaftar akun aku tidak bisa"" ya...masak no hp seharusnya 12 digit menjadi 13 ...ya jelas selalu eror lah... dipersulit sekali lah hidup ini...hedeh...semoga kalian"" yang terlibat dalam membuat aplikasi dan kebijakan ini diberikan Allah keselamatan dunia dan akhirat"
irfan nuruddin;1;08/03/2023 07:16;Cara lintah darat nyedot duit.
Eko Yudi;1;08/03/2023 07:11;Maaf sy kasih bintang 1 dulu. Ini apk sy coba instal lgi, tuk dapatkan barkode 🙏🏻🙏🏻
Rianto Sihaloho;5;08/03/2023 06:58;Belum terhubung..
Zulhamdany Bangun;1;08/03/2023 06:01;Scam
Sardianto Wismoyo;1;08/03/2023 05:54;Penggunaan kurang bagus dan tidak jelas dan tak teratur
Farel Ganteng;1;08/03/2023 05:37;Menyusahkan rakyat kecil, BBM udah naik isi BBM haru pakai kartu juga semoga yang menyusahkan rakyat kecil dibalas oleh allah
And Tkn;1;08/03/2023 05:30;Menyusahkan
manda chalik;1;08/03/2023 05:25;Susah Bah. Operasional Perusahaan Terganggu BOS Ku...
black stone;1;08/03/2023 05:15;Mau daftar aja susah... Mending tidak usah bikin aplikasi...
Ali Indonesia;1;08/03/2023 05:06;Nyusahin ajee ,ribet ribetttttt bacottt aplikasi
Sumarno SM;5;08/03/2023 04:38;Mudah dan cepat
Fungky Ky;5;08/03/2023 04:33;Ok
Toole Toole;1;08/03/2023 04:04;Suruh pakex barkot daftar yha sush bgt. Bikin repot dong nggk jelass
Eko Triyono;1;08/03/2023 03:47;Aplikasi buruk ,udah bbm mahal ,pakai riebt pisan, yang samrt dikit dong kalu buat apk , masa iya beli solar aja ribet kita kerja ,kasian tuh bpak2 spir gak teralalu bisa hp,dftar nya aja ribet paki nik segala ,jadi gak bisa beli solar ,
NPD;1;08/03/2023 03:43;bingung di mana liat QR Code di aplikasi ini
Bastian Astra2;5;08/03/2023 02:53;Lo key
Hubert .P.P;1;08/03/2023 02:40;Merepotkan pengusaha kecil dalam berbagai aspek mulai dari pemberitahuan mendadak dari spbu terdekat serta pengunduran pekerjaan yang terjadi karena ketidak bolehan dalam mengisi minyak. Ketika mendaftar juga, ketika memakai kamera bawaan weebsite agar berat file bisa 2 mb(batas max) tidak diterima karena foto kurang jelas, ketika memakai kamera sendiri supaya jelas malah file nya 3.7mb dan tidak bisa diterima weebsite. batas waktu menunggu yang lama. Disuruh nunggu di spbu seharian.
SABAKRI;2;08/03/2023 02:25;Admin tolong pembayarannya jangan link aja Minta tambah obsi lain admin
Yaya Suharya;1;08/03/2023 02:23;Ga ada yg lebih simpel lg apa cara daftar & penggunaanya? & kl bisa segalanya di sederhanakan, cara & bahasa nya pakai bahasa indonesia.
Hadisetiawan Setiawan;5;08/03/2023 02:14;Baik
Tri Purnomo;1;08/03/2023 02:14;SANGAT MENYULITKAN KHUSUSNYA BAGI PENGGUNA LANSIA. TIDAK EFEKTIF.
Eka Nurulhakim;1;08/03/2023 01:39;Goblog
Mar Yono;1;08/03/2023 01:36;Aplikasi bikin susah masyarakatt
NIRWANA Event Organizer;5;08/03/2023 01:10;Mantap
Way 4.20;1;08/03/2023 01:04;Plat no polisi kendaran bisa pula sudah terdaftar, padahal belum pernah mendaftarkan. Jadi mempersulit operasional kalau begini
risal Lappe;5;08/03/2023 01:04;Aplikasi sangat menyulitkan
Wulan Aja;5;08/03/2023 00:59;Susah banget untuk pendaptaran
ayip 1234;1;08/03/2023 00:02;Nggak guna dan ribet banget
Ali Abdurrahman;5;07/03/2023 23:38;Sudah ok, cuman 'branding' nya kurang sehingga msh ketinggalan sama PF lain
yusak lomanto;5;07/03/2023 23:20;Ok
zaen licun;1;07/03/2023 23:09;Aplikasi tidak jelas.
nurul fazri;5;07/03/2023 22:57;Poitnya mahal amat 🙈
Eriyanto Yanto;5;07/03/2023 22:55;Ok
Yantok Yanto aja;1;07/03/2023 21:50;Daftar gk pernah berhasil gk jelas bikin susah aja aplikasi ini PHP
Agus N'Chiks;1;07/03/2023 19:04;Parah nih saya blom isi solar udah 2 malm giliran mau ngisi ga bisa vocer nya udh ada yg pake kan konyol
Maulana Pratama;5;07/03/2023 17:53;Bagus
Putri Kembar;5;07/03/2023 17:31;Sangat baik
Deddy Drevir;4;07/03/2023 16:43;Mantap
Randa Yusa;1;07/03/2023 14:45;Aplikasi sangat gila. Dari tadi gak ada terverifikasi datanya. Padahal apapun udah benar. Apikasi membodohkan rakyat
Alan Ryan;1;07/03/2023 14:42;Ga niat ni aplikasi, katanya disediakan pembayaran lewat gopay dan ovo, dicoba tetep bisanya pake link aja. Cuma gimick aja ternyata. Kalo niat moderenisasi yo jangan setengah 2..payah
Prima Hutabarat;1;07/03/2023 14:40;Bikin ribet aja bangke...!!!!
muhammad idris;1;07/03/2023 14:06;Gak jelas. Apa guna nya plat nomor kendaraan. Sibuk nanyak nomor hp sama nomor plat. Sekarang pake barode lagi. Pie kabare?? Sek enak zaman ku toh????
kumpulan tiktok lucu;1;07/03/2023 14:03;Aplikasi gak jelas dari kemarin gk terverivikasi udah coba lewat aplikasi lewat web sama aja rak mutu blass dapuran tuku solar wae di angel²
Pengguna Google;1;07/03/2023 14:02;Makin ngaur...gak jelas
Efraim Tarigan;5;07/03/2023 13:51;Bagus
Maks Sum;1;07/03/2023 12:52;Gk bisa di pakai aikasinya
Deka Rudianto;1;07/03/2023 12:33;Udah la jangan mempersulit rakyat kecil...🙏🙏🙏🙏
Asmu_ Riadi;4;07/03/2023 11:52;Susah sekali untuk mendaftar di mypertamina. Membingungkan
L fathan Rent car;1;07/03/2023 11:47;Aplikasi diem di tempat. Gk guna sama sekali
Jajay Nurjaman;1;07/03/2023 11:41;Apk parah,bnyak bug da uka leg. Login gagal trus pdhal password sdh benar. minta reset ke email prnah kirim. Tolong kalo bikin apk yg agk bnr, masa perushaan besar apk payah.
S1 Montir;1;07/03/2023 11:34;Mau uninstal, butuh ini buat beli solar mobil angkutan.. Didaftarkan, gak bisa masuk..
User LLENN;1;07/03/2023 11:28;Udah berapa kali foto mobil masih aja susah... Kalau mau aplikasi ini maju ya tolong di permudah dong bukannya dipersulit....
faisal amri;1;07/03/2023 09:50;Zaman mangkin sulit ...cari uang mangkin susah ..
B gumilang;1;07/03/2023 09:29;"foto stnk berkali kali bilang ngga jelas, kalo ngga bisa bikin aplikasi, jangan bikin aplikasi, sampai sekarang ngga bisa isi bbm solar truk, aplikasi bener"" parah malah menyusahkan rakyat yg mau berusaha, harusnya di pom bensin di tandai, kalo untuk truk, bus itu ngga perlu pakai aplikasi. Malah merepotkan, ini aplikasi memang sengaja bikin rakyat susah, kalo mobil mewah silahkan untuk dilarang,"
Ferdi Official;1;07/03/2023 09:05;Aplikasi ruwet padahal sudah nampak semua
Khairil Firman;1;07/03/2023 08:52;Aplikasi lelet berbelit Belit.
Zevi Setyawan_Ali;4;07/03/2023 08:20;Puas
Amira Sticker;2;07/03/2023 08:09;UN SD jg Hy UU w m mi ju3 TT jnun 4
JEFFRY LASAKAR;1;07/03/2023 08:04;Saya tidak bisa daftar subsidi tepat
Jason Samuel Tjandra;5;07/03/2023 08:03;Aplikasi yang bermanfaat
yosua jonathan;1;07/03/2023 07:59;Menyusahkan
Rudi SPd;5;07/03/2023 07:48;Super....
Zeth Lintin;5;07/03/2023 07:22;Matap
Dadang Saputro;1;07/03/2023 07:13;Kebijakan yg mensengsengsarakan
Zaki Abdullah;5;07/03/2023 07:08;Mantap
Anik Cempluk;5;07/03/2023 06:54;Gratis bbm setahun....
Rumah CC;1;07/03/2023 06:51;Engak jelas aplikasi nya. Daftar susah
Kus Di;1;07/03/2023 06:43;Aplikasi ini susah.di ap det
samsul maarif;5;07/03/2023 06:11;Ooloooooosssssd sysslo
Melkior payon;5;07/03/2023 06:02;Mantap
Yusuf Adiga;1;07/03/2023 05:33;pemilu 2024 masi mau di pilih lagi ndak? klw masi mau jangan buat susah rakyat.. rakyat sudah taat aturan ya tolonglah kelola ini negara dengan benar, bikin aplikasi mbok y yg simple mudah.. dana triliunan horang pinter banyak tapi kok masi aj begini begini saja..kurang syukur apa?
Rio Juandri;1;07/03/2023 05:30;Aplikasi tak jelas. Sudah daftar tapi tiba mau log in, pasword dan NIK salah.
Aldy Syahrul;1;07/03/2023 05:20;Aplikasi masih banyak bug, daftar sulit sekali banyak kendala
RIZALDY;1;07/03/2023 05:15;mempersulit masyarakat
wilio ferido1;1;07/03/2023 05:05;Bug gk bisa masuk nih gimana mau isi bensin klo kyk gini
Umi Masudah;1;07/03/2023 04:48;ilpyth
Ahmad Slamet;5;07/03/2023 04:35;Oke
Yap Samuel;1;07/03/2023 04:06;Gw sumpahin ini yg bikin app masuk neraka.. Aplikasi mempermudah malah mempersusah
Dina Gobox;1;07/03/2023 04:04;Parah verifikasi di tolak alasan foto stnk tidak jelas.di edit beberapa kali tetep aja.kalah sama aplikasi PINJOL....
Arief Munandar;1;07/03/2023 03:51;Aplikasi haseuum... Susah bnaget registrasinya
Yeni Suwita;1;07/03/2023 03:32;Pak tidak jelas.
New _Bi;1;07/03/2023 03:13;super ribet, datanya berlebihan, gk sekalian ditambahin tim survey, surat tinggal, kalau perlu pasport sekalian,
sahrul romadhon;1;07/03/2023 03:08;Mau bayar pake ovo gk bisa bisa
Anjes Sihite;3;07/03/2023 03:03;Meresahkan masayarakat kecil
EDY SUPRIANTO;5;07/03/2023 02:39;Sangat membantu dan sasaran yang berhak dapat
Ramadhan Kenzie;1;07/03/2023 02:31;Gak efektif khususnya antrian solar pakai aplikasi malah lebih panjang antrian kalau emang subsidi kan sudah ada EDC mesin yg catat plat nomer itu harusnya tercatat seluruh pom kalau plat nimer itu sudah isi dan tidak bisa isi lagi gak perlu pakai aplikasi ini coustemer terasa yg di repotkan kalian...
Donny Iskandar;1;07/03/2023 02:30;Aplikasi useless ott ngga kirim kirim rese
Rimdo Munthe;1;07/03/2023 02:28;"""""Dipersulit di SPBU, dipersulit juga di Aplikasi."""" (Susah melihat orang senang, Senang melihat orang susah= Setan) Masih proses mendaftar, udah dibilang salah PIN. Dan Blokir 30 menit. Aplikasi macam apa ini...??.!! Klo cari duit, yg benar lah woii..... Jangan pembodohan kayak gini."
Adie Bayank;1;07/03/2023 02:21;Saya daftarnya kemaren, sampai sekarang belum ada sms otpnya. Mau daftar ulang katanya sudah mengirimkan sms berisi kode otp. Gimana solusinya ??
putu kaputra;1;07/03/2023 02:19;Jual aplikasi apa jual BBM.. hadeeh..
Fery susanto;1;07/03/2023 02:11;pelayanan tidak memuaskan , mau daftar di persulit
Al Dgamer;1;07/03/2023 02:07;Aplikasi eror, terlalu banyak bug, kurang responsif terhadap penggunaan, terlalu beta, belum cocok di rilis, butuh pengembangan lebih matang, gak sesuai kriteria aplikasi pada umumnya, untuk log in butuh banyak proses membuat para pengguna menjadi bingung, terlalu memaksa untuk rilis padahal cacat aplikasi
Ryukiii Rookie;1;07/03/2023 02:07;Banyak Sekali Kekurangan Dalam Aplikasi Ini, 1. Foto melalui aplikasi auto di tolak karna kurabg jelas, 2. Fitu lupa password sepertinya tidak berfungsi, 3. Jika ktp atau nomor polisi sudah pernah di daftarkan dan lupa paasword claim, saat didaftarkan ulang sudah ga bisa di daftarkan, Mohon untuk segera di perbaikin, Karna Menghambat Kinerja perkejaan saya, Yang akhirnya Berdampak pada kuluarga saya
Andtee Maria;1;07/03/2023 02:06;Otp nya setahun baru masuk 🥺 Gak membantu
Wirawan Wiratama;1;07/03/2023 02:02;Kode OTP nya GK ada di kirim ke saya, Kecewa dengan Pertamina bukannya bantu masyarakat malah nipu masyarakat.
Fery Rinaldi;1;07/03/2023 01:51;Mau reset PIN OTP nya gak masuk2...
Kang Naha;1;07/03/2023 01:41;Tdk mendapatkan Kode Konfir melalui sms
Deo Paranginangin;1;07/03/2023 01:38;Ga jelas ni aplikasi. Ni pemerintah juga buat kebijakan bukannya mempermudah, malah mempersulit.
zulkifly bajooel;5;07/03/2023 01:35;Zulkifli
Akbar Tanjung;1;07/03/2023 01:35;Pant*k mah
Rony Baron Ginting;1;07/03/2023 01:33;Kenapa apk nya gak bisa di daftar?
Alesha Shakila;1;07/03/2023 01:33;Aplikasi butut. Daftar ribet nya minta ampun otp ga masuk2
Vien Poe;1;07/03/2023 01:33;kode otp gak masuk masuk sudah 2 hari. ni apk apa sebenarnya
Lusi Lusi;1;07/03/2023 01:29;Udah di coba berulang2 buat verfikasi akun tpi SMS gak masuk2. Waktu minta pesan ulang katanya udah di kirim pdhal gak masuk. Ini gimana ya? Udah di coba juga pake beberapa nomor hasilnya sama. Bukannya mempermudah tpi malah SANGAT MEMPERSULIT.
Muhammad Hanafi;1;07/03/2023 01:22;aplikasi busuk, tolonglah aplikasi ini dibuat bagus, dan tolong kalau ada yg registrasi pakai data bodong dapat diproses kejalur hukum, masa mobil sy belum ada sy registrasi di apk my pertamina sy coba isi dispbu dibilang pekerja spbu nya didata my pertamina mobil sy BBM nya solar, sedangkan sy belum ada daftar dan mobil sy jazz, masa jazz BBM nya solar ,,,
Koyo Uwong;1;07/03/2023 01:18;Aplikasi jelek bikin susah lah... Udah punya akun gara2 ganti hp mau login lagi gak bisa Krn kode otp gak di kirim,tp di aplikasi ada notifikasi nya kalau kode otp udah di kirim. Lalu saya coba daftar lagi pakai nomor yg berbeda tp terkendala kode OTP lagi yg gak di kirim.. parah banget aplikasi ruweettt
Glend Runtuwene;1;07/03/2023 01:14;Aplikasi tdk dapat diandalkan. Mau daftar info OTP sudah dikirim tapi sms nda masuk2
Riger Putra;1;07/03/2023 01:07;Bikin ribet aja mau daftar aja ga bisa kode nya aja ga di kirim ga jelsa
Lundo Balboa;1;07/03/2023 01:07;Dasar bikin susah rakyat....minta kode otp aja terus,diklik ga mumcul2,...
Jordan Revhalmo;1;07/03/2023 00:56;Aplikasi taik,isi minyak harus pake barcode , sementara daftar aja susah.kode verivikasi nomor telepon sudah 24 jam ga ada masuk pesan.gimna caranya mau daftar.. Pemerintah tolol buat ribet masyarakat.mau ngisi BBM aja bnyak persyaratannya kek taik.otak kalian di pake wahai penguasa bujang
Senarto Sibagariang;5;07/03/2023 00:48;mantap
jefry Audit;1;07/03/2023 00:48;Kasih bintang 3 dulu, soalny saya masih bingung ngisi di my pertamina kok gak pernah dapat poin, emang hrus dapat poin itu pengisian berapa sih, belanja di di suatu tokoh aja masih dpat poin pakai kartu memberny 🙏 mohon di mengerti, sisi baik ya ngisi pertalit suda muda semenjak di bantu aplikasi, wah parah ni mau msuk lgi kok susah bner, kode otpnyelalui sms , tpi smsny g masuk² bnerin dlu lah aplikasi
Ngawi Kabeh;1;07/03/2023 00:42;aplikasi jembut.. lelet..gagal terus..
awang ekadana;1;07/03/2023 00:39;Menyusah kan
Tomuko Suryadi;1;07/03/2023 00:08;Belum pernah daftar tapi pas daftar diinfokan bahwa sudah daftar dan klik lupa password utk mendapatkan link perubahan password, link tidak dikirim2.
Ganda Saputra;2;06/03/2023 23:23;Daftar susah. Tinggal nunggu kode otp nya tapi di tunggu ngk masuk masuk juga. Kalo bisa cepat dan dipermudah, jangan lama dipersulit.
Refni Yulianda;1;06/03/2023 22:43;Produk gagal. Mempersulit rakyat doang. Di outlet manual jg susah dapatnya ni BARCODE. Bodoh yg buat aplikasi. Gak berguna.
Pramono;1;06/03/2023 19:03;Astaghfirullah.. Katanya nomer saya sudah terdaftar.. saya masukkan lupa PIN gak respon apa apa. Ini bagaimana?
Wijan Andelta;1;06/03/2023 18:25;Tidak menerima kode otp,apk rusak
Moh Ricky;1;06/03/2023 18:13;Yang ad bikin susah pekerja supir aja di indonesia ini, ap gk ad kbijakan lain wahai orang kaya. Ni dari tadi sore udh saya coba daftar pakai no hp saya tpi kode verifikasi nya gk ad masuk ke hp saya. Gmna ni saya bsok bsa krja klo gk bsa isi BBM.👎🖕
Iwan Wahyudin;1;06/03/2023 17:23;"Sudah didownload tapi no verivikasinya g ada"" dipesan masuk..bikin kesel"
nova italia;1;06/03/2023 16:32;🐷
Meilana Meimei;1;06/03/2023 16:13;Kenapa susah mau masuk harus verifikasi dulu ngirim pesan otp nya lama gak muncul² mau login aja susah
Abigael Bangun;5;06/03/2023 16:12;Sangat bermanfaat
Maya Sari;1;06/03/2023 16:09;Ikut aj lh
BOOCAH Gaming;5;06/03/2023 15:45;Kode otp gak dikirim..
