content;Sentimen
Aplikasi gak jelas. Proyek akal akalan pemerintah.. Ndk solusi..;Negatif
Kirain setelah update ada perubahan. Ternyata sama aja. Mau claim kode QR tetap gak bisa. Harus dari webnya. Kalo mau bikin aturan benerin dlu aplikasinya. Gak jelas kalian bah !!;Negatif
Mantap;Positif
Kalau satu binsin satu solar gimana itu....;Positif
Tidak bagus, karena ada aplikasi jadi lama, apalagi pas verifikasi, masa satu mobil cuman bisa di pake satu hp aja nopol;Negatif
Ok;Positif
Belum mengerti;Negatif
Aplikasi point apaan. Satu tahun di reset. Perolehan poin sedikit saya yang trayek panjang bolak balik pakai pertamax my pertamina ajah point nya g sampe dapet merchant. Ini konyol. Begitu akhir tahun suruh tuker vocer eh stok habis kan tololllll. Pantas ajah pertamina kebakaran mulu kena azab ngerjain orang tuh.;Negatif
Bukan nya mempermudah ini malah mempersulit, saya yakin ujung ujungnya pasti harus kluar uang biar bisa terdaftar;Negatif
TernyataGak semua pom bensin bayarnya bisa memakai aplikasi Padahal diaplikasi sudah ada rekomendasinya😭;Negatif
penggunaan susah, ribet, membuat orang yg menggunakannya pening, aplikasi sampah;Negatif
Ngapain sih direbetkan gini, malah nomor plat mobil yg belom didaftarkan kok Uda ada yg pakek? Tolong dong ini gimana? Ribet banget;Negatif
"Aplikasi tidak bisa digunakan eror setiap login minta kode,data"" nya sudah selesai tapi gabisa login kalau begini aplikasi nya percuma di download ga berguna";Negatif
Ribet;Negatif
aplikasi yang ribet membuat sopir sopir kecil semakin menjerit, pemerintahan yg menambah menyengsarakan rakyat kecil;Negatif
Aplikasi ga jls sulit di daftar;Negatif
Mending gk usah pake apk ribet, mobil keluarga akhirnya malah jadi mbil pribadi yang mempunyai akun mypertamina, sedangkan keluarga mau keluar susah kalau solar dikit mau ngisi, bukan mempermudah rakyat, tapi malah mempersulit rakyat😭😭😭;Negatif
Mohon pihak pertamina untuk lebih menjaga pelayanannya dengan lebih baik!!! Khususnya yang terjadi barusan kepada saya!!! Lokasinya di POM BENSIN RAWAGATEL CIREBON!!! Yang petugasnya benar-benar TIDAK RAMAH!!!;Negatif
tak ada notifikasi,daftar susah ribet;Negatif
Ok;Positif
Terrllu byk mslh ni app..trus Knp hrus linkaja..app dri pemerintah mmg g ada yg bener..nyusahin rakyat trus;Negatif
Mempersulit aj mau dftar gk bisa;Negatif
Aplikasi kon... Gak jelas bikin ribet yng susah tambah susah 😡;Negatif
Slow respon banget Gwe isi solar cmn di kasih 20 liter Daftar falid trs Kirim gmail gk di bals Ini mobil HICE loh bukan mobil pribadi;Negatif
Kenapa kendaraan yg ganti plat nomor jadi sangat sulit mengganti data di my pertamina pdhl semua data sdh di perbaiki (update) ?;Negatif
Susah, gagal terus dan bolak balik gak jelas. Ambil foto di Galeri gagal terus. Cape;Negatif
Bagus;Positif
kuota solar saya selalu berkurang bahkan habis, padahal saya belum mengisi solar, tp kuota sudah habis. tolong di perbaiki lagi keamanan barcode nya.;Negatif
Apk mempersulit orang Ntar data nya disimpan dan akan di pergunakan dengan tdk baik;Negatif
Ga bisa daftar, ga bisa transaksi,;Negatif
Pertamina lawak mau isi bahan bakar aja di persulit bagus naik sepeda aja semua orng😑;Negatif
Aplikasi ini terlalu menyusahkan masyarakat nggak penting juga bukan nya nambah mudah tapi nambah susah;Negatif
Belum bisa verifikasi ap penyebabnya;Negatif
2yae1;Positif
Musingkenn;Negatif
Mantap;Positif
Gua pernah liat konten cara daftar MyPertamina di YouTube, ternyata kaya hp Vivo, Oppo dan hp China lainnya gak bisa buat registrasi, nah gua pake Vivo dan beneran gak bisa, untung gua ada 1 hp lagi pake merk Samsung, dan ternyata bisa registrasi setelah pake HP Samsung, tolong dong buat developer aplikasinya jangan ke hp tertentu yg bisa buat registrasi;Negatif
Mantap;Positif
Apl jelek n gk jelas.. Peraturan yg membingungkan masyarakat nih......;Negatif
Sangat berguna;Positif
Auto delete!! Aplikasi tidak ada faidah nya. 3x mau ngisi pakai my pertamina pom1 tidak ada fitur my pertamina, pom2 sedang offline, pom3 hanya diperuntukan untuk kendaraan roda 4, bela belain ngantri panjang pada akhirnya kehabisan bensin dan ngisi eceran. Kalau blm siap dipakai app jangan dipublish ke masyrakat memalukan!! Secara SOP belum jelas!!;Negatif
Tlah ppllikl;Negatif
Bisa ga yang bener dikit verifikasinya kurang jelas gimana fotonya muhasabah diri developer;Negatif
jelak;Negatif
Jadi aga susah dapet solar;Negatif
Oalah aplikasi rusak ae di gawe tuku BBM. penting lak tuku BBM gawe duwek e dewe yowes to pak. Wong karek Nompo duwek e masyarakat ae angel eram gawe syarat barang, duwek e masyarakat dewe ora njalok BBM ae lo tambah di persulit wes rego mundak di angel angel pisan;Negatif
Aplikasi Sangat membantu dalam pengisian bbm bersubsidi;Positif
Susah untuk di daftar kan.. Ribet;Negatif
bnyk bnget bugs nya. sekelas bumn developer nya kek gini., bikin malu pak Menteri nya aja 😪 segera berbenah deh.;Negatif
Udah daptar tapi gak bisa-bisa;Negatif
Apk taik lah subsidi disuruh pakai apk, tp registrasi aja jk bisa eror terus asu;Negatif
Verifikasi lama amat aplikasi gak jelas susah masyarakat dibuat;Negatif
aplikasi cacat,, baru ganti password sudah gak bisa dibuka,aplikasi buat susah, cacaattt;Negatif
Layanan tidak bagus sama sekali.... Cde ferivikasi tidak muncul... Mohon layanan segera di update lebih baik lagi;Negatif
Es cincau es kelapa;Positif
Aplikasi dancok..;Negatif
Prcuma saya instal aplikasi setiap saya mau isi pakai my pertamina petugas spbu pasti blng gak bisa kdang bilang eror apalagi kalau spbu rame pasti blng tidak bisa lha gunanya pakai aplikasi trus apa;Negatif
Oke;Positif
Ribet amat. Masa keluar halaman aja mesti login ulang;Negatif
Susah daftar ny .gx bisa masuk ke halaman berikut nya.....;Negatif
Aplikasi ampas terlalu rumit dan berteletele, berusaha ngikutin aturan pakai mypertamina tapi prosesnya malah ampas dipersulit begini ajg ktl ngntot. Tolong team IT nya jangan pakai yang odong odong;Negatif
Top hrs sabar;Positif
Lebih nyaman;Positif
Saya sudah daftar data lengkap semua tapi tapi pas fi clem ko nik plat nomor kendaran tidak di temukan selalu gagal terus bikin pusing;Negatif
Lumayan bagus;Positif
Aplikasi jelek.. knp sih semua aplikasi yg di buat pemerintah gada 1 pun yg pro rakyat... Nyusahin Mulu.. akibat KKN. Bikin aplikasi yg di paksakan. Semakin terlihat kelemahan di bidang cyber..;Negatif
Sangat membantu dan berguna;Positif
Maaf kenapa metode pembayaran nya mesti di paksa menggunakan Link aja;Negatif
Tdk bisa scan habis,harus update qr nya..;Negatif
Alur aplikasi tidak jelas, registrasi bahkan pakai NIK, yah semoga aman. User Interface berbelit-belit, padahal secara keseluruhan aplikasi ini cuma untuk rekap transaksi BBM. Aplikasi juga terlalu dependent aplikasi lain (linkaja) untuk opsi pembayaran, intinya tidak bisa pakai metode lain kalau tidak daftar link aja, padahal sinkronisasi saja tidak. Jujur, aplikasi ini bisa dibuat jauh lebih simpel kalau memang niat. Terlebih, wkwk ini yg bintang 5 bot semua.;Negatif
berguna sekali;Positif
Mantapa dan dapat digunankN;Positif
Aplikasi nggak jelas;Negatif
Tolong itu pak..petugas pertaminanya,nota bensinnya selalu di snapchart duluan sama dia..padahal kan itu hak nya yg beli. Itu sering sekali dan bahkan selalu.. Perlu tindakan tuh.. Keenakan mereka.;Negatif
Ribet banget ya allah kalo salah dikit balik lagi dr awal capee, ada yang tau punya saya sudah dftr tp foto stnknya tidak jelas dan pendftrn gagal bagaimna ya soalnya mau dibenarkan datanya niknya sudah d pakai;Negatif
Td;Positif
Aplikasinya bagus banget, daftarnya juga ga ribet;Positif
Registrasi nya ribet, harus dihubungkan dgn link. Ketika di hubungkan tidak bisa dgn alasan internet tidak stabil. Padahal di tengah kota, beberapa kali nyoba selama seminggu juga gak bisa terhubung.;Negatif
Sudah tahun daftar tapi blm di verifikasi, ngapain ada aplikasi kalo mau verifikasi saja susah;Negatif
Mudah dan akurat;Positif
Susah di operasikan,;Negatif
Perbaiki dl sistem baru bikn aturan bikin susah rakyat kecil sja bagaimana dengan orng yg blm mampu bli hp anroid, 👎👎👎;Negatif
Untuk Saran agar di Riwayat pembelian di tambahkan Fitur cetak atau download Nota pembelian seperti di gerai Alfamart atau Indomaret agar jika sewaktu-waktu konsumen membutuhkan nota pembelian nya bisa dicetak lagi. Terimakasih 🙏;Positif
Aplikasi belum layak launching.. membingungkan.;Negatif
Salah aplikasi... Dk bisa aplikasinya;Negatif
Harusnya di kasih riwayat pembelian terahir di spbu mana,kuota bahan bakar rawan terjadi kecolongan;Positif
Mengikuti zaman, di tuntut untuk maju;Positif
Baik;Positif
Aplikasi gak guna;Negatif
Aplikasi gx gunaa inii BABIIII;Negatif
GJLS, SURUH DONLOD TAPI GABISA DIBUKA;Negatif
Semoga lebih memudahkan kita;Positif
Jelek suka eror bened aja udah akunya;Negatif
"DPMPTSP|PSBBTangsel|BNPB|PalawanGardaDepan,nasionalis emPowered ""personalisasi""";Negatif
Ruwettt daftarnya susah, tpi di wajibkan. Juara deh bkin rakyat sabar.;Negatif
Semoga ada pesaingnya di Indonesia supaya bisa ganti pengisian di pom lain, untuk pelayanan buruk cuma memberi tau saja, tidak bisa membantu yg awan resgistrasi lol;Negatif
Ok;Positif
Aplikasi 💩 setiap masuk suka responnya lama banget bikin ga enak orang ngantri aja, kaya gini mau kaya gini nyuruh orang pake aplikasi busuk ga karuan kaya gini;Negatif
Semoga sukses pertamina;Positif
Saya kasih bintang 5 karena anda sdh berhasil membuat binggung,kesulitan rakyat .... Selamat anda berhasil .... mempersulit rakyat Maka anda² akan di diberi kesulitan kembali......;Positif
Kenapa ini aplikasi...?!!!! Udh antri panjang² di spbu, giliran isi bbm eh malah ga bisa dibuka aplikasinya... Hadeuuuh, biasanya ga ada masalah....;Negatif
Ribet;Negatif
Kenapa mypertamina yang aku daftar kata nya tidak aktif;Negatif
Aplikasi ga bisa daftar ulang cuman gara gara foto ban ga bisa dihitung saya ga bisa dapat subsidi apa apa nih pemerintah;Negatif
Download bolak balik salah terus dari awal sampai saat ini selalu salah nik password nomor handphon tidak susailah membingungkan;Negatif
Get;Positif
Dasar tukang mempersulit rakyat;Negatif
Aplikasi ga guna.!!! Kl cm mw curi data bwt pemilu tuh jgn ngeribetin rakyat.!! Qt ini bayar bukan minta. !! Subsidi matamu subsidi.!! Harga luar negri aja ga sepayah produk konoha;Negatif
Aplikasi yg paling membingungkan😥;Negatif
Aplikasi asu, nyusahin yang ada, ngisi wajib punya barkot, tapi daftar akun gak bisa;Negatif
Hapus nih aplikasi nyusain supir;Negatif
Gw pake avanza.. parah nih skrg pertalite gas buang nya nyengat banget bau nya... Dulu perasaan kaga bau sebegini.. Gw kira mobil gw doank, pas gw cek mobil2 tmen gw juga persis bau nya semua begitu.... Harga udh naek lumayan,, Kwalitas nya gimana sieh?? Gw mo curhat ke babeh erik tohir gimana cara nya yak!!!;Negatif
PIN SALAH TERUS PADAHAL UDA BETUL;Negatif
Nyusahin, errar error... Hapus aja aplikasinya...dampaknya gak jelas... Hapus aja aplikasinya gak worth it... Isi ulasan komplain semua gitu, gak ditanggepin lagi...;Negatif
Aplikasi soak, katanya hubungkan ke link aja. Eh di hubungkan ga bisa. Ada ada aja nih buat apk ga bermutu;Negatif
Bikin sebel..soalnya setiap ngisi solar selalu habis padahal ngisi 2 hari 3 hari bar ngisi.katanya dah ada yg ngambil ngisi.berarti kan dibajak orang.;Negatif
Aplikasinya bikin bingung, sangat sulit untuk daftar harus lebih dipermudah;Negatif
Aplikasi ko;Negatif
Di tes dlu di 5 bintang;Positif
Coba berulang hampir 1 minggu Tetap gk bisa slalu di tolak Payah....;Negatif
Coba dulu;Positif
Praktis;Positif
Masa ngirim foto aja susah kali dikonfirmasi Kami tetep bayar beli minyak bukan mintak;Negatif
Gak ada kerja klen selain nyusahkan aku. Udah di daftar tetap aja gagal;Negatif
Payah;Negatif
Pejuhhh plat no kendaraan sdah di input,sopo seng inputtt cokkk;Negatif
Ok;Positif
Apk apaan ini...pesan msuk k email dr my pertamina. Foto stnk tidak sesuai[hrus terbaca] klik linknya. Malah blik lg ke halaman Awal. Buat ribet/bosen. Ngk guna..shrusnya data tersimpan. Dan hnya memperbaiki yg salah.;Negatif
Aplikasi Buruk!!!!;Negatif
Knpa susah sekali dapat barcode nya;Negatif
Lebih efisien;Positif
Sudah terdaftar,tp tak bs login apl buruk!mempersulit pengguna!;Negatif
Subsidi;Positif
Ada aplikasi tapi susah masuk;Negatif
Gak bisa login, udah nulis id paswrd begitu klik masuk tidak ada respon;Negatif
Kebijakan bodooh;Negatif
Ngak ada manfaatnya;Negatif
Ribet, sulit masuk;Negatif
Bongak;Negatif
Bikin ribet aja ini aplikasi;Negatif
Aplikasi tak jelas bikin ribet;Negatif
Mantap;Positif
Ribet,tolong diperbaiki lagi kalo memang bakal dipakai;Negatif
Minta upload Stnk udh foto seharian masih minta revisi.;Negatif
Ju😚🤪😘😜😘;Negatif
Aplikasinya sulit untuk mendaftar mendapatkan barcode, kebijakan mengisi BBM subsidi dengan menggunakan barcode sungguh sangat mempersulit dan menyusahkan;Negatif
Ok;Positif
Dibuat ribet di negeri sendiri,apa2 bli apk kita mo bayar bkan mo utang.;Negatif
Fihh;Negatif
Pemerintah maunya apa sih.. Mau ngatur rakyatnya atau sebaliknya... Jangan bikin susah rakyat kecillah... Tuh ..... atur sana yg merongrong NKRI ini.;Negatif
Aplikasi linglung Kalau belum siap pemerintah dan pertamina gak usah buat aturan yg nyusahkan rakyat;Negatif
Bintang 2 dulu nanti kalo udah terdaftar takkasih 5 ok?;Negatif
Ok membantu;Positif
Menyusahkan masyarakat. Nunggu kode email ngak masuk-masuk;Negatif
Ok;Positif
Aplikasi banyak bug Beli minyak sulit, login di persulit;Negatif
Aplikasi tidak mutu;Negatif
Aplikasi yg malah menyusahkan rakyat...;Negatif
Kon tidak bisa tersambung dengan ovo;Negatif
good;Positif
Aplikasi untuk mempersulit masyarakat;Negatif
Mantap,pakai barkot,biar mobil langsir tidak seenaknya ngisi do SPBU;Positif
Aplikasi TAl!!!!;Negatif
Tolong ya. Kalau bikin aplikasi yg bener dikit lah. Reset password minimal 10 karakter. Giliran mau login cuma bisa ngisi 6 karakter. Coba rada di perbaiki dulu. Mau bikin 6 karakter passnya nggak bisa2 aneh aplikasi ini tuh. Tolong di perbaiki, aplikasi pemerintahan tp kok gini kalah sama aplikasi olshop.;Negatif
Klik lupa password tapi email gak masuk. Layanan wa my pertamina juga lambat respon;Negatif
Aplikasi ini kok sulit untuk claim bar code nya,data nya belum terverivikasi ,padahal sudah lama daftar nya,tolong lah di permudah semudah mudah nya,agar kami ngak kesulitan daftar untuk membeli solar subsidi ini.;Negatif
Mamtap;Positif
Sudah mendaftar tapi barcodenya belum keluar2;Negatif
Aplikasi gak jelas, udah daftar berhasil, pas mau login katanya Sandi salah. GAK JElAs;Negatif
Kenapa tidak bisa partner business dengan apk. Flip.ID dan bank BSI kakak mohon penjelasannya 🙄🤔🤩🤩🤩;Negatif
Aplikasi taik foto mobil plat harus dapat trus sama ban 6 harus dapat coba admin poto kalau bisa!;Negatif
Saya salah masukin email, lalu mau masuk ke pendataan lagi tidak bisa krna minta otp dri email.. Cemana nih, data diri saya sudah masuk pulak ke email yg salah itu, tolong lah buat aplikasi tu jgn nyusahin org.. Gak semua org paham cara nya..;Negatif
Bagus;Positif
"Knp sihh daftarnya ribet bgt,, gagal trs apa"" gagal Bnrin dong sistemnya";Negatif
Apk kntl;Negatif
